"Country.Region","Date","condition","count"
"US",2020-05-24,"deaths",100964
"US",2020-05-25,"deaths",101521
"US",2020-05-26,"deaths",102185
"US",2020-05-27,"deaths",103693
"US",2020-05-28,"deaths",104876
"US",2020-05-29,"deaths",106031
"US",2020-05-30,"deaths",106985
"US",2020-05-31,"deaths",107674
"US",2020-06-01,"deaths",108451
"US",2020-06-02,"deaths",109500
"US",2020-06-03,"deaths",110494
"US",2020-06-04,"deaths",111499
"US",2020-06-05,"deaths",112405
"US",2020-06-06,"deaths",113102
"US",2020-06-07,"deaths",113543
"US",2020-06-08,"deaths",114040
"US",2020-06-09,"deaths",114970
"US",2020-06-10,"deaths",115869
"US",2020-06-11,"deaths",116723
"US",2020-06-12,"deaths",117543
"US",2020-06-13,"deaths",118316
"US",2020-06-14,"deaths",118629
"US",2020-06-15,"deaths",119012
"US",2020-06-16,"deaths",119833
"US",2020-06-17,"deaths",120564
"US",2020-06-18,"deaths",121272
"US",2020-06-19,"deaths",121934
"US",2020-06-20,"deaths",122540
"US",2020-06-21,"deaths",122833
"US",2020-06-22,"deaths",123217
"US",2020-06-23,"deaths",124059
"US",2020-06-24,"deaths",124815
"US",2020-06-25,"deaths",125360
"US",2020-06-26,"deaths",125981
"US",2020-06-27,"deaths",126483
"US",2020-06-28,"deaths",126761
"US",2020-06-29,"deaths",127139
"US",2020-06-30,"deaths",127787
"US",2020-07-01,"deaths",128479
"US",2020-07-02,"deaths",129199
"US",2020-07-03,"deaths",129858
"US",2020-07-04,"deaths",130127
"US",2020-07-05,"deaths",130416
"US",2020-07-06,"deaths",130777
"US",2020-07-07,"deaths",131984
"US",2020-07-08,"deaths",132847
"US",2020-07-09,"deaths",133845
"US",2020-07-10,"deaths",134666
"US",2020-07-11,"deaths",135359
"US",2020-07-12,"deaths",135820
"US",2020-07-13,"deaths",136188
"US",2020-07-14,"deaths",137108
"US",2020-07-15,"deaths",138080
"US",2020-07-16,"deaths",139030
"US",2020-07-17,"deaths",139963
"US",2020-07-18,"deaths",140825
"US",2020-07-19,"deaths",141278
"US",2020-07-20,"deaths",141802
"US",2020-07-21,"deaths",142903
"US",2020-07-22,"deaths",144123
"US",2020-07-23,"deaths",145215
"US",2020-07-24,"deaths",146345
"US",2020-07-25,"deaths",147233
"US",2020-07-26,"deaths",147716
"US",2020-07-27,"deaths",148835
"US",2020-07-28,"deaths",150204
"US",2020-07-29,"deaths",151635
"US",2020-07-30,"deaths",152851
"US",2020-07-31,"deaths",154093
"US",2020-08-01,"deaths",155202
"US",2020-08-02,"deaths",155613
"US",2020-08-03,"deaths",156152
"US",2020-08-04,"deaths",157526
"US",2020-08-05,"deaths",158902
"US",2020-08-06,"deaths",160150
"US",2020-08-07,"deaths",161388
"US",2020-08-08,"deaths",162470
"US",2020-08-09,"deaths",162986
"US",2020-08-10,"deaths",163513
"US",2020-08-11,"deaths",164581
"US",2020-08-12,"deaths",166087
"US",2020-08-13,"deaths",167151
"US",2020-08-14,"deaths",168494
"US",2020-08-15,"deaths",169524
"US",2020-08-16,"deaths",170099
"US",2020-08-17,"deaths",170545
"US",2020-08-18,"deaths",171876
"US",2020-08-19,"deaths",173207
"US",2020-08-20,"deaths",174285
"US",2020-08-21,"deaths",175397
"US",2020-08-22,"deaths",176381
"US",2020-08-23,"deaths",176836
"US",2020-08-24,"deaths",177279
"US",2020-08-25,"deaths",178509
"US",2020-08-26,"deaths",179737
"US",2020-08-27,"deaths",180842
"US",2020-08-28,"deaths",181813
"US",2020-08-29,"deaths",182651
"US",2020-08-30,"deaths",183089
"US",2020-08-31,"deaths",183684
"US",2020-09-01,"deaths",184749
"US",2020-09-02,"deaths",185801
"US",2020-09-03,"deaths",186868
"US",2020-09-04,"deaths",187838
"US",2020-09-05,"deaths",188610
"US",2020-09-06,"deaths",189020
"US",2020-09-07,"deaths",189296
"US",2020-09-08,"deaths",189741
"US",2020-09-09,"deaths",190923
"US",2020-09-10,"deaths",191831
"US",2020-09-11,"deaths",193043
"US",2020-09-12,"deaths",193755
"US",2020-09-13,"deaths",194141
"US",2020-09-14,"deaths",194563
"US",2020-09-15,"deaths",195851
"US",2020-09-16,"deaths",196839
"US",2020-09-17,"deaths",197705
"US",2020-09-18,"deaths",198634
"US",2020-09-19,"deaths",199352
"US",2020-09-20,"deaths",199593
"US",2020-09-21,"deaths",200015
"US",2020-09-22,"deaths",201038
"US",2020-09-23,"deaths",202140
"US",2020-09-24,"deaths",203057
"US",2020-09-25,"deaths",203996
"US",2020-09-26,"deaths",204745
"US",2020-09-27,"deaths",205027
"US",2020-09-28,"deaths",205352
"US",2020-09-29,"deaths",206257
"US",2020-09-30,"deaths",207199
"US",2020-10-01,"deaths",208050
"US",2020-10-02,"deaths",208979
"US",2020-10-03,"deaths",209659
"US",2020-10-04,"deaths",210008
"US",2020-10-05,"deaths",210469
"US",2020-10-06,"deaths",211170
"US",2020-10-07,"deaths",212100
"US",2020-10-08,"deaths",213065
"US",2020-10-09,"deaths",214029
"US",2020-10-10,"deaths",214656
"US",2020-10-11,"deaths",215080
"US",2020-10-12,"deaths",215415
"US",2020-10-13,"deaths",216212
"US",2020-10-14,"deaths",217213
"US",2020-10-15,"deaths",218032
"US",2020-10-16,"deaths",218936
"US",2020-10-17,"deaths",219681
"US",2020-10-18,"deaths",220112
"US",2020-10-19,"deaths",220576
"US",2020-10-20,"deaths",221511
"US",2020-10-21,"deaths",222666
"US",2020-10-22,"deaths",223515
"US",2020-10-23,"deaths",224466
"US",2020-10-24,"deaths",225404
"US",2020-10-25,"deaths",225782
"US",2020-10-26,"deaths",226272
"US",2020-10-27,"deaths",227240
"US",2020-10-28,"deaths",228248
"US",2020-10-29,"deaths",229214
"US",2020-10-30,"deaths",230242
"US",2020-10-31,"deaths",231127
"US",2020-11-01,"deaths",231535
"US",2020-11-02,"deaths",232067
"US",2020-11-03,"deaths",233638
"US",2020-11-04,"deaths",234728
"US",2020-11-05,"deaths",235878
"US",2020-11-06,"deaths",237073
"US",2020-11-07,"deaths",238082
"US",2020-11-08,"deaths",238555
"US",2020-11-09,"deaths",239242
"US",2020-11-10,"deaths",240623
"US",2020-11-11,"deaths",242036
"US",2020-11-12,"deaths",243245
"US",2020-11-13,"deaths",244404
"US",2020-11-14,"deaths",245664
"US",2020-11-15,"deaths",246292
"US",2020-11-16,"deaths",247030
"US",2020-11-17,"deaths",248724
"US",2020-11-18,"deaths",250621
"US",2020-11-19,"deaths",252609
"US",2020-11-20,"deaths",254517
"US",2020-11-21,"deaths",255947
"US",2020-11-22,"deaths",256869
"US",2020-11-23,"deaths",257782
"US",2020-11-24,"deaths",259929
"US",2020-11-25,"deaths",262222
"US",2020-11-26,"deaths",263456
"US",2020-11-27,"deaths",264858
"US",2020-11-28,"deaths",266047
"US",2020-11-29,"deaths",266873
"US",2020-11-30,"deaths",268045
"US",2020-12-01,"deaths",270642
"US",2020-12-02,"deaths",273446
"US",2020-12-03,"deaths",276325
"US",2020-12-04,"deaths",278932
"US",2020-12-05,"deaths",281186
"US",2020-12-06,"deaths",282299
"US",2020-12-07,"deaths",283703
"US",2020-12-08,"deaths",286249
"US",2020-12-09,"deaths",289373
"US",2020-12-10,"deaths",292141
"US",2020-12-11,"deaths",295450
"US",2020-01-22,"recovered",0
"US",2020-01-23,"recovered",0
"US",2020-01-24,"recovered",0
"US",2020-01-25,"recovered",0
"US",2020-01-26,"recovered",0
"US",2020-01-27,"recovered",0
"US",2020-01-28,"recovered",0
"US",2020-01-29,"recovered",0
"US",2020-01-30,"recovered",0
"US",2020-01-31,"recovered",0
"US",2020-02-01,"recovered",0
"US",2020-02-02,"recovered",0
"US",2020-02-03,"recovered",0
"US",2020-02-04,"recovered",0
"US",2020-02-05,"recovered",0
"US",2020-02-06,"recovered",0
"US",2020-02-07,"recovered",0
"US",2020-02-08,"recovered",0
"US",2020-02-09,"recovered",3
"US",2020-02-10,"recovered",3
"US",2020-02-11,"recovered",3
"US",2020-02-12,"recovered",3
"US",2020-02-13,"recovered",3
"US",2020-02-14,"recovered",3
"US",2020-02-15,"recovered",3
"US",2020-02-16,"recovered",3
"US",2020-02-17,"recovered",3
"US",2020-02-18,"recovered",3
"US",2020-02-19,"recovered",3
"US",2020-02-20,"recovered",3
"US",2020-02-21,"recovered",5
"US",2020-02-22,"recovered",5
"US",2020-02-23,"recovered",5
"US",2020-02-24,"recovered",5
"US",2020-02-25,"recovered",6
"US",2020-02-26,"recovered",6
"US",2020-02-27,"recovered",6
"US",2020-02-28,"recovered",7
"US",2020-02-29,"recovered",7
"US",2020-03-01,"recovered",7
"US",2020-03-02,"recovered",7
"US",2020-03-03,"recovered",7
"US",2020-03-04,"recovered",7
"US",2020-03-05,"recovered",7
"US",2020-03-06,"recovered",7
"US",2020-03-07,"recovered",7
"US",2020-03-08,"recovered",7
